chr1	3661479	3662579	Xkr4	0	-
chr1	4350295	4351395	Rp1	0	-
chr1	4399222	4400322	Rp1	0	-
chr1	4487335	4488435	Sox17	0	-
chr1	4775707	4776807	Mrpl15	0	-
chr1	4796903	4798003	Lypla1	0	+
chr1	4846774	4847874	Tcea1	0	+
chr1	4847408	4848508	Tcea1	0	+
chr1	5008715	5009815	Rgs20	0	-
chr1	5009520	5010620	Rgs20	0	-
chr1	5060266	5061366	Rgs20	0	-
chr1	5072166	5073266	Atp6v1h	0	+
chr1	5577573	5578673	Oprk1	0	+
chr1	5907379	5908479	Npbwr1	0	-
chr1	6203742	6204842	Rb1cc1	0	+
chr1	6348411	6349511	Alkal1	0	+
chr1	6476311	6477411	St18	0	+
chr1	6719131	6720231	St18	0	+
chr1	7078000	7079100	Pcmtd1	0	+
chr1	9289858	9290958	Sntg1	0	-
chr1	9534488	9535588	Rrs1	0	+
chr1	9537028	9538128	Adhfe1	0	+
chr1	9590347	9591447	Vxn	0	+
chr1	9621073	9622173	2610203C22Rik	0	-
chr1	9690190	9691290	Mybl1	0	-
chr1	9736728	9737828	1700034P13Rik	0	+
chr1	9738363	9739463	Vcpip1	0	-
chr1	9787210	9788310	Sgk3	0	+
chr1	9837361	9838461	Sgk3	0	+
chr1	9897718	9898818	Mcmdc2	0	+
chr1	9932524	9933624	Snord87	0	-
chr1	9934099	9935199	Snhg6	0	-
chr1	9957466	9958566	Tcf24	0	-
chr1	9999117	10000217	Ppp1r42	0	-
chr1	10027298	10028398	Cspp1	0	+
chr1	10028140	10029240	Cops5	0	-
chr1	10035573	10036673	Cspp1	0	+
chr1	10222651	10223751	Arfgef1	0	-
chr1	10709926	10711026	Cpa6	0	-
chr1	10982545	10983645	Prex2	0	+
chr1	11253043	11254143	Prex2	0	+
chr1	11403185	11404285	A830018L16Rik	0	+
chr1	12415066	12416166	Mir6341	0	+
chr1	12656643	12657743	Gm17644	0	+
chr1	12681510	12682610	Sulf1	0	+
chr1	12707625	12708725	Sulf1	0	+
chr1	12981116	12982216	Slco5a1	0	-
chr1	13117144	13118244	Prdm14	0	-
chr1	13362410	13363510	Ncoa2	0	-
chr1	13364064	13365164	Ncoa2	0	-
chr1	13579891	13580991	Tram1	0	-
chr1	13650490	13651590	Lactb2	0	-
chr1	13657851	13658951	Xkr9	0	+
chr1	13776910	13778010	Gm5523	0	-
chr1	14300180	14301280	Eya1	0	-
chr1	14745947	14747047	Msc	0	-
chr1	14908843	14909943	Trpa1	0	-
chr1	15301532	15302632	Kcnb2	0	+
chr1	15794726	15795826	Terf1	0	+
chr1	15882703	15883803	Sbspon	0	-
chr1	16083306	16084406	4930444P10Rik	0	-
chr1	16094414	16095514	Rpl7	0	-
chr1	16094962	16096062	Rdh10	0	+
chr1	16509096	16510196	Stau2	0	-
chr1	16509283	16510383	Stau2	0	-
chr1	16609272	16610372	Ube2w	0	-
chr1	16646632	16647732	D030040B21Rik	0	+
chr1	16646846	16647946	Eloc	0	-
chr1	16647100	16648200	Eloc	0	-
chr1	16654271	16655371	Tmem70	0	+
chr1	16677536	16678636	Ly96	0	+
chr1	17087870	17088970	Jph1	0	-
chr1	17134453	17135553	Gdap1	0	+
chr1	17590981	17592081	Pi15	0	+
chr1	17716125	17717225	Crispld1	0	+
chr1	17716497	17717597	Crispld1	0	+
chr1	17717627	17718727	Gm16070	0	-
chr1	18135883	18136983	Crisp4	0	-
chr1	18213545	18214645	Defb44-ps	0	-
chr1	18227424	18228524	Defb18	0	-
chr1	18255119	18256219	Defb41	0	-
chr1	19092102	19093202	Tfap2d	0	+
chr1	19094821	19095921	Gm15825	0	-
chr1	19197994	19199094	Tfap2b	0	+
chr1	19201134	19202234	Tfap2b	0	+
chr1	20345534	20346634	4930486I03Rik	0	+
chr1	20608038	20609138	Pkhd1	0	-
chr1	20658962	20660062	Lincmd1	0	+
chr1	20668090	20669190	Mir206	0	+
chr1	20671849	20672949	Mir133b	0	+
chr1	20719985	20721085	Il17a	0	+
chr1	20774251	20775351	Il17f	0	-
chr1	20810293	20811393	Mcm3	0	-
chr1	20879628	20880728	Paqr8	0	+
chr1	20880454	20881554	6720483E21Rik	0	-
chr1	20906920	20908020	Paqr8	0	+
chr1	20940706	20941806	Efhc1	0	+
chr1	21069206	21070306	Tram2	0	-
chr1	21207655	21208755	Tmem14a	0	+
chr1	21229665	21230765	Gsta3	0	+
chr1	21288293	21289393	Gm4956	0	-
chr1	21338757	21339857	Khdc1a	0	+
chr1	21357411	21358511	Khdc1c	0	+
chr1	21372636	21373736	Khdc1b	0	+
chr1	21951923	21953023	Kcnq5	0	-
chr1	21952631	21953731	Kcnq5	0	-
chr1	22812742	22813842	Rims1	0	-
chr1	22904225	22905325	Gm7759	0	+
chr1	23108992	23110092	4933415F23Rik	0	-
chr1	23278107	23279207	Mir30a	0	+
chr1	23297539	23298639	Mir30c-2	0	+
chr1	23389914	23391014	Ogfrl1	0	-
chr1	23580425	23581525	Gm28822	0	+
chr1	23767764	23768864	B3gat2	0	+
chr1	23916475	23917575	Smap1	0	-
chr1	23929120	23930220	Smap1	0	-
chr1	24012379	24013479	Sdhaf4	0	-
chr1	24107080	24108180	Fam135a	0	-
chr1	24183448	24184548	Col9a1	0	+
chr1	24201041	24202141	Col9a1	0	+
chr1	24594176	24595276	Col19a1	0	-
chr1	24684382	24685482	Lmbrd1	0	+
chr1	24684756	24685856	Lmbrd1	0	+
chr1	25334699	25335799	Gm20172	0	-
